"ID","Ethylbenzene","lon","lat"
1,2.29612072070318,-73.4984683435821,45.6411851602901
2,2.10891143569883,-73.4992821224283,45.6659665010871
3,1.21862690569855,-73.5064097098922,45.6480040096534
4,1.2643202270264,-73.5067916248067,45.621555098254
5,2.94700628633363,-73.5131024832645,45.6104041617642
6,2.17800856858685,-73.5124009460056,45.6010429556853
7,3.16299543736862,-73.5330822560815,45.6079982150995
8,2.59642551001935,-73.5282078123383,45.5884302513183
9,2.13461325812006,-73.5452349505627,45.5937969992714
10,2.57754647739354,-73.5906264378691,45.613061267101
11,2.09673401128839,-73.567169890138,45.6024362440324
12,2.64647677349574,-73.5830671342628,45.6351552000642
13,1.51029390271596,-73.5827673232505,45.6485719290038
14,2.10827800364983,-73.5738425787428,45.6518182019642
15,2.43551786935608,-73.6026799098529,45.6400053177791
16,1.96844724898337,-73.6228649173761,45.6263529515123
17,3.0418204615747,-73.616696651558,45.6090504918162
18,1.98293863431902,-73.6420426858463,45.6008846838716
19,1.71173134927207,-73.642377763722,45.5939038654011
20,1.86367875544201,-73.6355122144846,45.5819946763409
21,2.88753826183099,-73.6226397985802,45.5852515701162
22,3.10852928990039,-73.6103115403295,45.580943746894
24,3.68988530508679,-73.5914542534794,45.5769142989181
25,3.48452092841228,-73.5841902023803,45.5844303819526
26,3.31923654246756,-73.5731453720083,45.563482454447
27,3.41777026833578,-73.5590003540286,45.5809469756698
28,2.89948775099379,-73.5410666940154,45.5765338067702
29,2.11157088581682,-73.5275840711064,45.5583496122644
30,2.57771749220215,-73.5411082573225,45.5447334681086
31,2.73859639634356,-73.5537346736258,45.5528870441722
32,2.58173602544675,-73.5588805555769,45.5405305528926
33,3.19008937095578,-73.5855937626612,45.5540601283251
34,3.36324698186843,-73.5922784487843,45.5454656481026
35,2.54748472704529,-73.5801323233343,45.5404636912074
36,2.38519908739912,-73.5856171993906,45.5316746369189
37,2.74546322091421,-73.5737576254471,45.5266215303709
38,1.463778772911,-73.5554977949692,45.523070618521
39,2.0032239073046,-73.5535996186797,45.5086987445494
40,2.09095526539568,-73.5740678842568,45.5087671096623
41,1.57244468094322,-73.6533326903049,45.5818731391427
42,1.74815030978893,-73.6614934174078,45.5728959958254
43,2.1742339395973,-73.6367958585089,45.5686794246568
44,2.40460489863078,-73.6245487777969,45.5553730041895
45,3.4230988537119,-73.6045816685127,45.5602524213255
46,2.97147003217685,-73.6054081703899,45.5361665470004
47,5.76821396457491,-73.6221255939719,45.5365674781643
48,2.90666166823342,-73.6248267894521,45.5234853803388
49,2.61908303768172,-73.6054462210284,45.5227103116126
50,3.97882520747364,-73.6147139677209,45.5113556272197
51,3.42736747444799,-73.6318001879373,45.5057468399026
52,3.70404435898069,-73.6193903362076,45.4965513142034
53,2.25255869026171,-73.6252904106007,45.4828866612937
54,4.28444687178649,-73.6450775288903,45.4917642726766
55,3.27584684077853,-73.6638261731074,45.5025975519035
56,3.33589396718325,-73.653394380393,45.5218995340889
57,3.44452731779059,-73.6430693598426,45.5322006487433
58,3.43858739347176,-73.6432023800815,45.5458389264067
59,3.59872694926932,-73.6607444816513,45.5504835152075
60,4.05524353621452,-73.6758309340752,45.5337913327874
61,2.58117033682188,-73.6818410642751,45.5330957592992
62,2.61938897725759,-73.7012239693382,45.5378633824137
63,2.85258834150427,-73.7188522958663,45.5280982352048
64,3.20398761567178,-73.6968872332418,45.5165623062998
65,3.64065595678926,-73.6893297173332,45.4963042144356
67,2.24085813648689,-73.5509067460893,45.5358030799721
68,3.51262959715914,-73.5845914346585,45.5148747887873
70,2.0359046082455,-73.5673554779094,45.4912748164896
71,2.67290081249545,-73.5944590843447,45.4877590843756
72,3.3104767609351,-73.6854553113835,45.4400200390065
73,3.99350988478602,-73.5631534894166,45.4723194854594
74,2.02190679264893,-73.5616738620867,45.4635966695398
75,2.68460633750717,-73.5818800952628,45.4642814256081
76,2.60950368464098,-73.5695617080579,45.4506259292289
77,2.31707614043693,-73.5833869388908,45.4373143628416
79,2.32912830901286,-73.5995972635003,45.4647700884823
80,4.65829347415656,-73.6159224611491,45.4751044829195
82,2.30163924170267,-73.6446103326059,45.4696247600021
83,2.05388331506978,-73.6633240716446,45.4740488873725
84,1.32993793293178,-73.6642100783681,45.4614575376899
85,4.32141889453064,-73.6865239452723,45.4468642913551
86,2.51488219570802,-73.7175226804487,45.4389084329716
87,2.95450367035529,-73.690586236637,45.4332290150234
88,2.97728775814946,-73.6518493250417,45.4396462802851
89,1.83875055861252,-73.6526959507983,45.4244891149973
90,2.3400855821117,-73.6271097902137,45.4242924138821
91,1.84907765326509,-73.6077588719478,45.424211168817
92,2.05558261006458,-73.6009404134772,45.44511882296
93,2.96628059682287,-73.7908548034793,45.5008986210075
94,2.2341565814956,-73.7985789775211,45.4861821937839
95,3.57288351222733,-73.8249061494019,45.4705779790146
97,2.7407409104905,-73.8242041714406,45.5024799694401
98,3.01176919998938,-73.8485023288421,45.4979299018075
99,2.59967448603864,-73.8686173024363,45.4809476688543
100,2.61840343209331,-73.8576920517077,45.4542493303424
101,2.61578111687409,-73.8803639046209,45.4576692730022
102,2.36688526479361,-73.9204084306577,45.4610972246486
103,1.98552026525175,-73.9282816309444,45.4249503418153
104,1.30656452957859,-73.9534048850143,45.4122214723109
105,2.34232171589212,-73.8812771090355,45.4405938620831
106,2.28779401385509,-73.8501412544821,45.4312113605068
107,2.74719132581283,-73.8159749741996,45.4358219645427
