"ID","Hexane","lon","lat"
1,5.00730088076081,-73.4984683435821,45.6411851602901
2,4.80452823585916,-73.4992821224283,45.6659665010871
3,8.32142672840103,-73.5064097098922,45.6480040096534
4,6.30593041631214,-73.5067916248067,45.621555098254
5,6.13819567300187,-73.5131024832645,45.6104041617642
6,10.532985934986,-73.5124009460056,45.6010429556853
7,5.41091477783395,-73.5330822560815,45.6079982150995
8,16.2168792767717,-73.5282078123383,45.5884302513183
9,6.28843962802488,-73.5452349505627,45.5937969992714
10,4.87142133949847,-73.5906264378691,45.613061267101
11,6.8366881767979,-73.567169890138,45.6024362440324
12,3.49097315817847,-73.5830671342628,45.6351552000642
13,7.39860776988248,-73.5827673232505,45.6485719290038
14,5.69639932104325,-73.5738425787428,45.6518182019642
15,5.62909588969623,-73.6026799098529,45.6400053177791
16,5.81503172155451,-73.6228649173761,45.6263529515123
17,4.94019680777503,-73.616696651558,45.6090504918162
18,8.4963092838479,-73.6420426858463,45.6008846838716
19,8.23306722247353,-73.642377763722,45.5939038654011
20,11.3363043989395,-73.6355122144846,45.5819946763409
21,4.2394304314689,-73.6226397985802,45.5852515701162
22,4.1710985723292,-73.6103115403295,45.580943746894
24,3.53465361217265,-73.5914542534794,45.5769142989181
25,6.73513473485885,-73.5841902023803,45.5844303819526
26,4.54340496710028,-73.5731453720083,45.563482454447
27,3.4092904996607,-73.5590003540286,45.5809469756698
28,3.2732681967611,-73.5410666940154,45.5765338067702
29,7.11987763117822,-73.5275840711064,45.5583496122644
30,8.34071623279169,-73.5411082573225,45.5447334681086
31,7.49531648854105,-73.5537346736258,45.5528870441722
32,5.93112666939603,-73.5588805555769,45.5405305528926
33,6.07795996509972,-73.5855937626612,45.5540601283251
34,5.97071929658127,-73.5922784487843,45.5454656481026
35,6.71639061954758,-73.5801323233343,45.5404636912074
36,5.88799492189421,-73.5856171993906,45.5316746369189
37,6.0491689023196,-73.5737576254471,45.5266215303709
38,6.53776183512239,-73.5554977949692,45.523070618521
39,6.76340309559327,-73.5535996186797,45.5086987445494
40,9.14009114394902,-73.5740678842568,45.5087671096623
41,5.41365904973887,-73.6533326903049,45.5818731391427
42,7.88152021118794,-73.6614934174078,45.5728959958254
43,6.32900174742506,-73.6367958585089,45.5686794246568
44,6.16664420745086,-73.6245487777969,45.5553730041895
45,5.83848275828517,-73.6045816685127,45.5602524213255
46,7.45052866327023,-73.6054081703899,45.5361665470004
47,4.07758543574777,-73.6221255939719,45.5365674781643
48,4.97942874353838,-73.6248267894521,45.5234853803388
49,6.84427661580299,-73.6054462210284,45.5227103116126
50,4.05568823094547,-73.6147139677209,45.5113556272197
51,4.1692827024436,-73.6318001879373,45.5057468399026
52,2.58612142652731,-73.6193903362076,45.4965513142034
53,5.55391463608758,-73.6252904106007,45.4828866612937
54,3.25940533792548,-73.6450775288903,45.4917642726766
55,6.32034424097225,-73.6638261731074,45.5025975519035
56,5.25356730607844,-73.653394380393,45.5218995340889
57,4.8281497254947,-73.6430693598426,45.5322006487433
58,5.14897948067333,-73.6432023800815,45.5458389264067
59,3.19225050016164,-73.6607444816513,45.5504835152075
60,4.71165666919064,-73.6758309340752,45.5337913327874
61,9.52939080086249,-73.6818410642751,45.5330957592992
62,12.1619788928583,-73.7012239693382,45.5378633824137
63,5.30071338154818,-73.7188522958663,45.5280982352048
64,7.58459931503019,-73.6968872332418,45.5165623062998
65,5.01771317614095,-73.6893297173332,45.4963042144356
67,4.83877028415151,-73.5509067460893,45.5358030799721
68,7.25995568011594,-73.5845914346585,45.5148747887873
70,4.89428000018913,-73.5673554779094,45.4912748164896
71,6.32566033076842,-73.5944590843447,45.4877590843756
72,8.87369151567263,-73.6854553113835,45.4400200390065
73,3.32605830794961,-73.5631534894166,45.4723194854594
74,6.66281000477078,-73.5616738620867,45.4635966695398
75,32.0270201250408,-73.5818800952628,45.4642814256081
76,3.0752887953144,-73.5695617080579,45.4506259292289
77,7.02207379596918,-73.5833869388908,45.4373143628416
79,5.10440927576077,-73.5995972635003,45.4647700884823
80,4.52271231332768,-73.6159224611491,45.4751044829195
82,4.72406518666544,-73.6446103326059,45.4696247600021
83,3.87381090392905,-73.6633240716446,45.4740488873725
84,8.21270086923586,-73.6642100783681,45.4614575376899
85,2.85735026740291,-73.6865239452723,45.4468642913551
86,6.5430620309571,-73.7175226804487,45.4389084329716
87,4.02595772166441,-73.690586236637,45.4332290150234
88,4.7629422992695,-73.6518493250417,45.4396462802851
89,4.55571011584693,-73.6526959507983,45.4244891149973
90,4.1560431531638,-73.6271097902137,45.4242924138821
91,7.33153860706415,-73.6077588719478,45.424211168817
92,2.71443693390169,-73.6009404134772,45.44511882296
93,28.0704280118202,-73.7908548034793,45.5008986210075
94,12.2145089692548,-73.7985789775211,45.4861821937839
95,7.76511285946851,-73.8249061494019,45.4705779790146
97,4.26826283604924,-73.8242041714406,45.5024799694401
98,6.76108570093927,-73.8485023288421,45.4979299018075
99,11.4659395570931,-73.8686173024363,45.4809476688543
100,6.20186153612476,-73.8576920517077,45.4542493303424
101,5.42615911389526,-73.8803639046209,45.4576692730022
102,5.58468072457907,-73.9204084306577,45.4610972246486
103,4.82338151504771,-73.9282816309444,45.4249503418153
104,4.78111479605303,-73.9534048850143,45.4122214723109
105,6.47253822549338,-73.8812771090355,45.4405938620831
106,6.96524565093772,-73.8501412544821,45.4312113605068
107,2.72268754335751,-73.8159749741996,45.4358219645427
